date,category,amount,description
2023-08-16,Miscellaneous,1.75,Stationery Store ₹1.75
2023-08-16,Dining,4.0,McDonalds Bill ₹4.0
2023-08-16,Miscellaneous,6.1,Petrol Pump ₹6.1
2023-08-16,Investment,8.1,PPF Deposit ₹8.1
2023-08-16,Bills,2.76,Internet Bill ₹2.76
2023-08-17,Dining,10.0,Subway Sandwich ₹10.0
2023-08-17,Transport,7.1,Ola Ride ₹7.1
2023-08-17,Bills,10.0,Water Bill ₹10.0
2023-08-18,Travel,4.48,OYO Rooms Booking ₹4.48
2023-08-18,Food,2.0,Cafe Coffee Day ₹2.0
2023-08-18,Healthcare,1.55,Doctor Visit ₹1.55
2023-08-18,Fitness,45.0,CultFit Subscription ₹45.0
2023-08-18,Dining,6.1,Barbeque Nation ₹6.1
2023-08-18,Education,6.1,Skillshare Membership ₹6.1
2023-08-18,Food,2.5,Burger King Payment ₹2.5
2023-08-19,Miscellaneous,14.2,Stationery Store ₹14.2
2023-08-19,Bills,2.5,Electricity Bill BSES ₹2.5
2023-08-19,Fitness,5.0,Yoga Class ₹5.0
2023-08-19,Education,18.0,Udemy Course ₹18.0
2023-08-20,Fitness,5.8,Yoga Class ₹5.8
2023-08-20,Fitness,1.4,CultFit Subscription ₹1.4
2023-08-20,Dining,0.6,McDonalds Bill ₹0.6
2023-08-21,Groceries,42.0,More Supermarket ₹42.0
2023-08-21,Insurance,1.82,LIC Premium ₹1.82
2023-08-21,Groceries,10.0,Reliance Fresh ₹10.0
2023-08-21,Investment,16.2,Mutual Fund SIP ₹16.2
2023-08-22,Food,6.39,Burger King Payment ₹6.39
2023-08-22,Fitness,12.0,Gym Membership ₹12.0
2023-08-22,Groceries,7.1,Reliance Fresh ₹7.1
2023-08-23,Miscellaneous,6.27,Stationery Store ₹6.27
2023-08-23,Dining,2.42,Barbeque Nation ₹2.42
2023-08-23,Shopping,10.0,Myntra Order ₹10.0
2023-08-23,Bills,3.5,Internet Bill ₹3.5
2023-08-23,Bills,8.1,Electricity Bill BSES ₹8.1
2023-08-24,Healthcare,3.0,MedPlus Bill ₹3.0
2023-08-24,Healthcare,6.1,Diagnostic Center Payment ₹6.1
2023-08-25,Entertainment,5.41,Netflix Subscription ₹5.41
2023-08-25,Education,10.0,Byjus Payment ₹10.0
2023-08-25,Healthcare,3.0,Diagnostic Center Payment ₹3.0
2023-08-26,Fitness,11.0,Gym Membership ₹11.0
2023-08-26,Groceries,16.0,Reliance Fresh ₹16.0
2023-08-26,Travel,11.8,IRCTC Train Ticket ₹11.8
2023-08-26,Insurance,10.0,LIC Premium ₹10.0
2023-08-26,Investment,14.2,Stock Purchase ₹14.2
2023-08-27,Shopping,17.0,Flipkart Order ₹17.0
2023-08-27,Miscellaneous,11.0,Charity ₹11.0
2023-08-28,Entertainment,2.5,BookMyShow Ticket ₹2.5
2023-08-28,Healthcare,5.0,Apollo Pharmacy ₹5.0
2023-08-28,Travel,7.73,MakeMyTrip Payment ₹7.73
2023-08-29,Shopping,3.0,TataCliq Payment ₹3.0
2023-08-29,Dining,11.0,Barbeque Nation ₹11.0
2023-08-29,Shopping,5.0,Ajio Shopping ₹5.0
2023-08-29,Miscellaneous,3.0,Donation ₹3.0
2023-08-29,Healthcare,4.0,Apollo Pharmacy ₹4.0
2023-08-29,Transport,26.0,Cab Fare ₹26.0
2023-08-29,Entertainment,8.1,Spotify Payment ₹8.1
2023-08-30,Groceries,2.0,Reliance Fresh ₹2.0
2023-08-30,Insurance,1.75,Health Insurance ₹1.75
2023-08-30,Shopping,7.1,TataCliq Payment ₹7.1
2023-08-30,Insurance,7.4,LIC Premium ₹7.4
2023-08-31,Insurance,13.62,LIC Premium ₹13.62
2023-08-31,Shopping,6.1,Ajio Shopping ₹6.1
2023-09-01,Insurance,22.43,Car Insurance ₹22.43
2023-09-01,Travel,7.4,MakeMyTrip Payment ₹7.4
2023-09-01,Food,7.1,Burger King Payment ₹7.1
2023-09-02,Entertainment,5.0,Netflix Subscription ₹5.0
2023-09-04,Education,2.0,Coursera Subscription ₹2.0
2023-09-04,Groceries,20.0,BigBasket Order ₹20.0
2023-09-04,Food,3.0,Zomato Order ₹3.0
2023-09-04,Insurance,66.0,LIC Premium ₹66.0
2023-09-04,Bills,3.0,Water Bill ₹3.0
2023-09-05,Shopping,13.0,Flipkart Order ₹13.0
2023-09-05,Investment,10.0,Stock Purchase ₹10.0
2023-09-05,Bills,7.4,Internet Bill ₹7.4
2023-09-06,Healthcare,22.0,MedPlus Bill ₹22.0
2023-09-06,Groceries,7.5,Reliance Fresh ₹7.5
2023-09-06,Education,5.0,Unacademy Plan ₹5.0
2023-09-06,Miscellaneous,1.0,Charity ₹1.0
2023-09-06,Insurance,30.0,LIC Premium ₹30.0
2023-09-07,Insurance,24.0,Car Insurance ₹24.0
2023-09-07,Dining,1.0,Subway Sandwich ₹1.0
2023-09-07,Fitness,10.0,Protein Supplement ₹10.0
2023-09-07,Dining,12.0,McDonalds Bill ₹12.0
2023-09-08,Dining,13.0,Subway Sandwich ₹13.0
2023-09-08,Travel,17.0,MakeMyTrip Payment ₹17.0
2023-09-09,Travel,8.0,Air India Flight ₹8.0
2023-09-09,Insurance,10.0,LIC Premium ₹10.0
2023-09-09,Bills,11.0,Water Bill ₹11.0
2023-09-10,Fitness,39.0,Gym Membership ₹39.0
2023-09-10,Education,7.1,Byjus Payment ₹7.1
2023-09-10,Insurance,6.0,Car Insurance ₹6.0
2023-09-10,Entertainment,10.0,Hotstar Renewal ₹10.0
2023-09-10,Travel,168.0,OYO Rooms Booking ₹168.0
2023-09-11,Food,6.0,Swiggy Payment ₹6.0
2023-09-11,Miscellaneous,8.0,Gift Shop ₹8.0
2023-09-11,Entertainment,7.4,Netflix Subscription ₹7.4
2023-09-11,Shopping,10.0,Ajio Shopping ₹10.0
2023-09-12,Travel,5.65,IRCTC Train Ticket ₹5.65
2023-09-12,Travel,20.0,MakeMyTrip Payment ₹20.0
2023-09-12,Groceries,8.1,BigBasket Order ₹8.1
2023-09-12,Travel,10.0,Air India Flight ₹10.0
2023-09-13,Food,5.65,Zomato Order ₹5.65
2023-09-13,Dining,90.0,Subway Sandwich ₹90.0
2023-09-13,Food,20.0,Cafe Coffee Day ₹20.0
2023-09-13,Food,7.1,Dominos Order ₹7.1
2023-09-14,Investment,12.0,Stock Purchase ₹12.0
2023-09-14,Entertainment,10.0,Netflix Subscription ₹10.0
2023-09-14,Transport,12.0,Delhi Metro Recharge ₹12.0
2023-09-14,Miscellaneous,6.1,Gift Shop ₹6.1
2023-09-15,Fitness,3.0,Protein Supplement ₹3.0
2023-09-15,Dining,6.1,McDonalds Bill ₹6.1
2023-09-15,Bills,5.0,Water Bill ₹5.0
2023-09-16,Fitness,7.1,CultFit Subscription ₹7.1
2023-09-16,Insurance,8.1,LIC Premium ₹8.1
2023-09-16,Dining,73.0,McDonalds Bill ₹73.0
2023-09-16,Investment,11.41,PPF Deposit ₹11.41
2023-09-17,Shopping,7.1,Myntra Order ₹7.1
2023-09-17,Dining,2.5,Subway Sandwich ₹2.5
2023-09-17,Groceries,16.0,BigBasket Order ₹16.0
2023-09-17,Entertainment,8.0,Netflix Subscription ₹8.0
2023-09-17,Travel,61.6,IRCTC Train Ticket ₹61.6
2023-09-18,Healthcare,11.0,MedPlus Bill ₹11.0
2023-09-18,Food,15.0,Dominos Order ₹15.0
2023-09-18,Food,10.0,Dominos Order ₹10.0
2023-09-18,Bills,6.6,Water Bill ₹6.6
2023-09-18,Shopping,5.0,Ajio Shopping ₹5.0
2023-09-18,Transport,28.0,Rapido Ride ₹28.0
2023-09-19,Shopping,7.1,TataCliq Payment ₹7.1
2023-09-19,Healthcare,6.0,Diagnostic Center Payment ₹6.0
2023-09-19,Healthcare,16.0,Apollo Pharmacy ₹16.0
2023-09-20,Shopping,12.0,TataCliq Payment ₹12.0
2023-09-20,Travel,7.1,Air India Flight ₹7.1
2023-09-20,Transport,8.33,Ola Ride ₹8.33
2023-09-21,Insurance,9.0,Health Insurance ₹9.0
2023-09-21,Healthcare,7.0,Diagnostic Center Payment ₹7.0
2023-09-21,Healthcare,7.61,Apollo Pharmacy ₹7.61
2023-09-21,Dining,25.0,KFC Meal ₹25.0
2023-09-21,Bills,7.1,Jio Fiber Recharge ₹7.1
2023-09-22,Groceries,6.0,More Supermarket ₹6.0
2023-09-22,Entertainment,15.5,Hotstar Renewal ₹15.5
2023-09-22,Insurance,8.1,LIC Premium ₹8.1
2023-09-23,Groceries,7.1,More Supermarket ₹7.1
2023-09-23,Bills,90.0,Internet Bill ₹90.0
2023-09-23,Fitness,70.0,CultFit Subscription ₹70.0
2023-09-23,Fitness,7.1,Yoga Class ₹7.1
2023-09-24,Miscellaneous,1.0,Gift Shop ₹1.0
2023-09-24,Dining,6.57,McDonalds Bill ₹6.57
2023-09-24,Dining,4.35,McDonalds Bill ₹4.35
2023-09-24,Insurance,20.0,Car Insurance ₹20.0
2023-09-25,Healthcare,11.0,Diagnostic Center Payment ₹11.0
2023-09-25,Entertainment,30.0,BookMyShow Ticket ₹30.0
2023-09-25,Shopping,7.1,Myntra Order ₹7.1
2023-09-25,Fitness,5.0,Protein Supplement ₹5.0
2023-09-25,Shopping,5.35,Ajio Shopping ₹5.35
2023-09-26,Healthcare,3.0,Diagnostic Center Payment ₹3.0
2023-09-26,Insurance,16.0,LIC Premium ₹16.0
2023-09-26,Dining,9.0,Subway Sandwich ₹9.0
2023-09-26,Fitness,1.0,Protein Supplement ₹1.0
2023-09-27,Insurance,6.0,LIC Premium ₹6.0
2023-09-27,Dining,16.0,Barbeque Nation ₹16.0
2023-09-27,Fitness,4.6,Yoga Class ₹4.6
2023-09-28,Education,16.0,Byjus Payment ₹16.0
2023-09-28,Insurance,6.0,LIC Premium ₹6.0
2023-09-29,Miscellaneous,7.0,Charity ₹7.0
2023-09-29,Miscellaneous,17.0,Stationery Store ₹17.0
2023-09-30,Groceries,22.0,Reliance Fresh ₹22.0
2023-09-30,Food,1.0,Dominos Order ₹1.0
2023-09-30,Bills,5.0,Electricity Bill BSES ₹5.0
2023-09-30,Travel,3.5,OYO Rooms Booking ₹3.5
2023-10-01,Fitness,7.3,Gym Membership ₹7.3
2023-10-01,Entertainment,20.0,Spotify Payment ₹20.0
2023-10-01,Travel,20.0,OYO Rooms Booking ₹20.0
2023-10-01,Shopping,10.0,Myntra Order ₹10.0
2023-10-01,Education,29.0,Byjus Payment ₹29.0
2023-10-02,Transport,6.0,Uber Trip ₹6.0
2023-10-02,Transport,8.0,Uber Trip ₹8.0
2023-10-03,Groceries,6.0,BigBasket Order ₹6.0
2023-10-03,Healthcare,16.0,Doctor Visit ₹16.0
2023-10-04,Transport,2.0,Train Ticket ₹2.0
2023-10-04,Education,6.8,Udemy Course ₹6.8
2023-10-04,Groceries,1.5,More Supermarket ₹1.5
2023-10-05,Dining,6.8,KFC Meal ₹6.8
2023-10-05,Groceries,16.0,BigBasket Order ₹16.0
2023-10-05,Fitness,5.0,Gym Membership ₹5.0
2023-10-06,Fitness,4.58,Gym Membership ₹4.58
2023-10-06,Miscellaneous,3.0,Gift Shop ₹3.0
2023-10-06,Fitness,6.0,Gym Membership ₹6.0
2023-10-06,Food,7.1,Cafe Coffee Day ₹7.1
2023-10-06,Dining,9.27,Subway Sandwich ₹9.27
2023-10-06,Miscellaneous,7.5,Charity ₹7.5
2023-10-07,Bills,7.1,Electricity Bill BSES ₹7.1
2023-10-07,Miscellaneous,8.4,Donation ₹8.4
2023-10-07,Fitness,32.0,Protein Supplement ₹32.0
2023-10-08,Investment,8.4,Crypto Investment ₹8.4
2023-10-08,Travel,23.0,MakeMyTrip Payment ₹23.0
2023-10-08,Travel,3.0,IRCTC Train Ticket ₹3.0
2023-10-08,Bills,0.5,Jio Fiber Recharge ₹0.5
2023-10-08,Dining,5.4,KFC Meal ₹5.4
2023-10-08,Miscellaneous,8.4,Petrol Pump ₹8.4
2023-10-08,Fitness,6.81,Yoga Class ₹6.81
2023-10-09,Transport,6.8,Train Ticket ₹6.8
2023-10-09,Insurance,3.0,LIC Premium ₹3.0
2023-10-09,Dining,25.0,McDonalds Bill ₹25.0
2023-10-09,Bills,16.0,Internet Bill ₹16.0
2023-10-09,Insurance,10.17,LIC Premium ₹10.17
2023-10-10,Investment,350.0,Mutual Fund SIP ₹350.0
2023-10-10,Insurance,3.0,Health Insurance ₹3.0
2023-10-10,Travel,16.0,OYO Rooms Booking ₹16.0
2023-10-11,Travel,16.0,MakeMyTrip Payment ₹16.0
2023-10-11,Travel,100.0,OYO Rooms Booking ₹100.0
2023-10-11,Investment,6.8,Crypto Investment ₹6.8
2023-10-11,Miscellaneous,14.1,Petrol Pump ₹14.1
2023-10-12,Miscellaneous,19.0,Charity ₹19.0
2023-10-12,Miscellaneous,5.0,Stationery Store ₹5.0
2023-10-13,Bills,6.8,Internet Bill ₹6.8
2023-10-13,Entertainment,4.0,Netflix Subscription ₹4.0
2023-10-13,Transport,45.0,Delhi Metro Recharge ₹45.0
2023-10-13,Food,16.0,Cafe Coffee Day ₹16.0
2023-10-14,Shopping,4.23,Myntra Order ₹4.23
2023-10-15,Entertainment,17.0,Netflix Subscription ₹17.0
2023-10-15,Education,9.0,Skillshare Membership ₹9.0
2023-10-15,Groceries,11.0,Reliance Fresh ₹11.0
2023-10-16,Food,5.22,Cafe Coffee Day ₹5.22
2023-10-16,Investment,4.0,Crypto Investment ₹4.0
2023-10-16,Groceries,2.5,Reliance Fresh ₹2.5
2023-10-15,Fitness,31.0,Yoga Class ₹31.0
2023-10-17,Fitness,4.0,CultFit Subscription ₹4.0
2023-10-17,Education,3.13,Udemy Course ₹3.13
2023-10-17,Travel,7.1,MakeMyTrip Payment ₹7.1
2023-10-17,Fitness,9.0,Protein Supplement ₹9.0
2023-10-18,Investment,4.0,Mutual Fund SIP ₹4.0
2023-10-18,Education,8.0,Byjus Payment ₹8.0
2023-10-18,Food,7.1,Dominos Order ₹7.1
2023-10-18,Groceries,3.0,DMart Purchase ₹3.0
2023-10-19,Bills,6.8,Water Bill ₹6.8
2023-10-19,Groceries,10.0,Reliance Fresh ₹10.0
2023-10-19,Groceries,7.1,DMart Purchase ₹7.1
2023-10-19,Food,10.0,Burger King Payment ₹10.0
2023-10-19,Dining,5.0,Subway Sandwich ₹5.0
2023-10-20,Transport,3.0,Delhi Metro Recharge ₹3.0
2023-10-20,Shopping,7.0,Amazon Purchase ₹7.0
2023-10-20,Dining,3.0,Barbeque Nation ₹3.0
2023-10-20,Investment,5.0,Mutual Fund SIP ₹5.0
2023-10-20,Miscellaneous,100.0,Stationery Store ₹100.0
2023-10-21,Education,7.1,Udemy Course ₹7.1
2023-10-21,Education,7.1,Coursera Subscription ₹7.1
2023-10-21,Fitness,6.0,Gym Membership ₹6.0
2023-10-21,Insurance,40.0,Car Insurance ₹40.0
2023-10-22,Insurance,10.0,Car Insurance ₹10.0
2023-10-22,Transport,5.0,Uber Trip ₹5.0
2023-10-22,Investment,13.0,Mutual Fund SIP ₹13.0
2023-10-22,Investment,4.0,Stock Purchase ₹4.0
2023-10-22,Insurance,4.0,LIC Premium ₹4.0
2023-10-22,Miscellaneous,7.1,Donation ₹7.1
2023-10-22,Investment,8.0,PPF Deposit ₹8.0
2023-10-23,Fitness,5.0,CultFit Subscription ₹5.0
2023-10-23,Groceries,29.0,Reliance Fresh ₹29.0
2023-10-23,Shopping,17.0,Amazon Purchase ₹17.0
2023-10-23,Bills,1.4,Jio Fiber Recharge ₹1.4
2023-10-23,Bills,2.4,Internet Bill ₹2.4
2023-10-24,Shopping,4.16,Myntra Order ₹4.16
2023-10-24,Bills,4.0,Jio Fiber Recharge ₹4.0
2023-10-24,Food,6.7,Swiggy Payment ₹6.7
2023-10-24,Education,3.0,Coursera Subscription ₹3.0
2023-10-24,Travel,7.1,OYO Rooms Booking ₹7.1
2023-10-25,Groceries,6.8,DMart Purchase ₹6.8
2023-10-25,Education,5.3,Unacademy Plan ₹5.3
2023-10-25,Insurance,6.3,Car Insurance ₹6.3
2023-10-25,Education,7.1,Coursera Subscription ₹7.1
2023-10-25,Healthcare,5.0,Apollo Pharmacy ₹5.0
2023-10-26,Travel,6.7,IRCTC Train Ticket ₹6.7
2023-10-26,Travel,9.0,OYO Rooms Booking ₹9.0
2023-10-26,Dining,17.0,Barbeque Nation ₹17.0
2023-10-26,Education,3.73,Udemy Course ₹3.73
2023-10-27,Investment,7.2,Stock Purchase ₹7.2
2023-10-27,Transport,7.1,Cab Fare ₹7.1
2023-10-27,Transport,10.8,Train Ticket ₹10.8
2023-10-27,Fitness,8.14,Gym Membership ₹8.14
2023-10-28,Healthcare,7.1,Apollo Pharmacy ₹7.1
2023-10-28,Education,78.0,Udemy Course ₹78.0
2023-10-29,Groceries,5.0,Reliance Fresh ₹5.0
2023-10-29,Miscellaneous,6.0,Gift Shop ₹6.0
2023-10-29,Healthcare,16.0,MedPlus Bill ₹16.0
2023-10-30,Investment,5.62,Stock Purchase ₹5.62
2023-10-30,Investment,10.0,Mutual Fund SIP ₹10.0
2023-10-30,Travel,7.1,OYO Rooms Booking ₹7.1
2023-10-30,Travel,5.0,IRCTC Train Ticket ₹5.0
2023-10-31,Healthcare,4.1,MedPlus Bill ₹4.1
2023-10-31,Insurance,7.1,LIC Premium ₹7.1
2023-10-31,Bills,6.3,Jio Fiber Recharge ₹6.3
2023-10-31,Miscellaneous,30.0,Stationery Store ₹30.0
2023-11-01,Transport,5.36,Train Ticket ₹5.36
2023-11-01,Transport,10.0,Train Ticket ₹10.0
2023-11-01,Food,7.1,Pizza Hut Bill ₹7.1
2023-11-01,Food,4.54,Zomato Order ₹4.54
2023-11-02,Food,10.0,Pizza Hut Bill ₹10.0
2023-11-02,Shopping,20.0,Amazon Purchase ₹20.0
2023-11-02,Fitness,10.0,CultFit Subscription ₹10.0
2023-11-02,Dining,7.1,KFC Meal ₹7.1
2023-11-02,Travel,17.0,IRCTC Train Ticket ₹17.0
2023-11-03,Shopping,7.0,TataCliq Payment ₹7.0
2023-11-03,Fitness,15.0,Gym Membership ₹15.0
2023-11-03,Dining,7.9,McDonalds Bill ₹7.9
2023-11-03,Entertainment,10.0,YouTube Premium ₹10.0
2023-11-04,Groceries,5.13,DMart Purchase ₹5.13
2023-11-04,Education,15.0,Unacademy Plan ₹15.0
2023-11-04,Healthcare,18.0,MedPlus Bill ₹18.0
2023-11-05,Miscellaneous,17.0,Stationery Store ₹17.0
2023-11-05,Travel,3.0,OYO Rooms Booking ₹3.0
2023-11-05,Groceries,2.5,Reliance Fresh ₹2.5
2023-11-05,Investment,100.0,PPF Deposit ₹100.0
2023-11-05,Investment,14.0,Mutual Fund SIP ₹14.0
2023-11-06,Insurance,5.5,Health Insurance ₹5.5
2023-11-06,Miscellaneous,2.73,Donation ₹2.73
2023-11-06,Healthcare,5.0,Diagnostic Center Payment ₹5.0
2023-11-06,Insurance,23.0,Car Insurance ₹23.0
2023-11-06,Transport,1.73,Cab Fare ₹1.73
2023-11-07,Investment,10.0,Mutual Fund SIP ₹10.0
2023-11-07,Entertainment,17.0,Netflix Subscription ₹17.0
2023-11-08,Healthcare,7.4,Apollo Pharmacy ₹7.4
2023-11-08,Investment,7.9,Crypto Investment ₹7.9
2023-11-08,Insurance,21.37,Health Insurance ₹21.37
2023-11-08,Transport,3.0,Ola Ride ₹3.0
2023-11-08,Travel,2.29,IRCTC Train Ticket ₹2.29
2023-11-09,Education,6.6,Udemy Course ₹6.6
2023-11-10,Investment,0.5,Mutual Fund SIP ₹0.5
2023-11-10,Travel,2.5,Air India Flight ₹2.5
2023-11-10,Groceries,10.0,BigBasket Order ₹10.0
2023-11-10,Fitness,6.9,Gym Membership ₹6.9
2023-11-10,Education,4.0,Udemy Course ₹4.0
2023-11-11,Shopping,5.5,Ajio Shopping ₹5.5
2023-11-11,Food,9.5,Pizza Hut Bill ₹9.5
2023-11-11,Bills,5.0,Airtel Postpaid ₹5.0
2023-11-11,Education,9.5,Udemy Course ₹9.5
2023-11-11,Dining,9.4,Barbeque Nation ₹9.4
2023-11-12,Transport,9.5,Cab Fare ₹9.5
2023-11-12,Shopping,5.5,Myntra Order ₹5.5
2023-11-12,Groceries,9.5,More Supermarket ₹9.5
2023-11-13,Fitness,0.9,Yoga Class ₹0.9
2023-11-13,Investment,22.95,Stock Purchase ₹22.95
2023-11-13,Shopping,10.0,Ajio Shopping ₹10.0
2023-11-13,Entertainment,9.5,Hotstar Renewal ₹9.5
2023-11-13,Healthcare,5.0,Apollo Pharmacy ₹5.0
2023-11-14,Transport,2.15,Uber Trip ₹2.15
2023-11-14,Dining,10.0,KFC Meal ₹10.0
2023-11-14,Food,9.39,Pizza Hut Bill ₹9.39
2023-11-14,Food,7.4,Cafe Coffee Day ₹7.4
2023-11-15,Food,4.1,Swiggy Payment ₹4.1
2023-11-15,Education,10.0,Coursera Subscription ₹10.0
2023-11-15,Insurance,1.0,Health Insurance ₹1.0
2023-11-16,Transport,4.8,Uber Trip ₹4.8
2023-11-16,Food,7.0,Swiggy Payment ₹7.0
2023-11-16,Education,1.0,Skillshare Membership ₹1.0
2023-11-16,Dining,70.0,Barbeque Nation ₹70.0
2023-11-16,Insurance,1.6,LIC Premium ₹1.6
2023-11-16,Groceries,10.0,More Supermarket ₹10.0
2023-11-17,Investment,5.4,PPF Deposit ₹5.4
2023-11-17,Education,2.0,Byjus Payment ₹2.0
2023-11-17,Food,10.0,Swiggy Payment ₹10.0
2023-11-18,Shopping,8.0,Myntra Order ₹8.0
2023-11-18,Groceries,65.0,DMart Purchase ₹65.0
2023-11-18,Groceries,11.0,More Supermarket ₹11.0
2023-11-18,Fitness,10.0,Yoga Class ₹10.0
2023-11-18,Transport,10.6,Ola Ride ₹10.6
2023-11-18,Transport,25.0,Uber Trip ₹25.0
2023-11-19,Healthcare,8.7,Diagnostic Center Payment ₹8.7
2023-11-19,Insurance,20.0,Car Insurance ₹20.0
2023-11-19,Healthcare,5.0,MedPlus Bill ₹5.0
2023-11-19,Dining,7.0,Subway Sandwich ₹7.0
2023-11-19,Investment,9.5,Crypto Investment ₹9.5
2023-11-20,Shopping,2.0,TataCliq Payment ₹2.0
2023-11-20,Healthcare,10.0,Doctor Visit ₹10.0
2023-11-20,Travel,6.5,OYO Rooms Booking ₹6.5
2023-11-20,Travel,6.5,IRCTC Train Ticket ₹6.5
2023-11-20,Shopping,12.0,Amazon Purchase ₹12.0
2023-11-21,Dining,150.0,McDonalds Bill ₹150.0
2023-11-21,Healthcare,7.6,MedPlus Bill ₹7.6
2023-11-21,Miscellaneous,9.5,Petrol Pump ₹9.5
2023-11-21,Bills,12.0,Jio Fiber Recharge ₹12.0
2023-11-22,Shopping,5.0,Myntra Order ₹5.0
2023-11-22,Healthcare,9.5,Doctor Visit ₹9.5
2023-11-22,Insurance,5.5,Car Insurance ₹5.5
2023-11-23,Dining,5.7,Subway Sandwich ₹5.7
2023-11-23,Transport,5.0,Uber Trip ₹5.0
2023-11-23,Food,9.0,Swiggy Payment ₹9.0
2023-11-23,Insurance,5.0,Health Insurance ₹5.0
2023-11-24,Education,12.25,Udemy Course ₹12.25
2023-11-24,Miscellaneous,0.75,Petrol Pump ₹0.75
2023-11-24,Food,20.0,Pizza Hut Bill ₹20.0
2023-11-25,Education,9.5,Byjus Payment ₹9.5
2023-11-25,Miscellaneous,10.0,Donation ₹10.0
2023-11-25,Education,13.0,Byjus Payment ₹13.0
2023-11-26,Insurance,9.5,Health Insurance ₹9.5
2023-11-26,Fitness,10.0,Yoga Class ₹10.0
2023-11-26,Shopping,10.0,Flipkart Order ₹10.0
2023-11-26,Bills,10.0,Electricity Bill BSES ₹10.0
2023-11-26,Dining,22.0,KFC Meal ₹22.0
2023-11-26,Entertainment,5.5,YouTube Premium ₹5.5
2023-11-26,Shopping,4.22,Amazon Purchase ₹4.22
2023-11-27,Fitness,3.73,Yoga Class ₹3.73
2023-11-27,Miscellaneous,9.0,Donation ₹9.0
2023-11-27,Shopping,9.2,Flipkart Order ₹9.2
2023-11-27,Healthcare,9.5,Diagnostic Center Payment ₹9.5
2023-11-27,Transport,9.5,Uber Trip ₹9.5
2023-11-27,Miscellaneous,10.32,Stationery Store ₹10.32
2023-11-28,Groceries,4.0,Reliance Fresh ₹4.0
2023-11-28,Education,14.0,Udemy Course ₹14.0
2023-11-28,Shopping,9.5,Amazon Purchase ₹9.5
2023-11-29,Miscellaneous,6.3,Gift Shop ₹6.3
2023-11-29,Groceries,9.5,BigBasket Order ₹9.5
2023-11-29,Investment,10.0,Mutual Fund SIP ₹10.0
2023-11-29,Education,11.0,Coursera Subscription ₹11.0
2023-11-30,Education,5.0,Coursera Subscription ₹5.0
2023-11-30,Shopping,6.3,Flipkart Order ₹6.3
2023-11-30,Dining,9.5,KFC Meal ₹9.5
2023-11-30,Miscellaneous,4.0,Gift Shop ₹4.0
2023-12-01,Shopping,1.7,Flipkart Order ₹1.7
2023-12-01,Education,4.1,Udemy Course ₹4.1
2023-12-01,Food,7.2,Zomato Order ₹7.2
2023-12-01,Healthcare,2.68,MedPlus Bill ₹2.68
2023-12-01,Investment,100.0,PPF Deposit ₹100.0
2023-12-01,Education,7.21,Skillshare Membership ₹7.21
2023-12-02,Food,80.0,Cafe Coffee Day ₹80.0
2023-12-02,Education,9.5,Skillshare Membership ₹9.5
2023-12-02,Shopping,5.5,TataCliq Payment ₹5.5
2023-12-02,Travel,23.0,OYO Rooms Booking ₹23.0
2023-12-03,Travel,20.0,MakeMyTrip Payment ₹20.0
2023-12-03,Shopping,1.0,Myntra Order ₹1.0
2023-12-03,Investment,8.0,PPF Deposit ₹8.0
2023-12-03,Transport,17.0,Delhi Metro Recharge ₹17.0
2023-12-03,Shopping,9.0,TataCliq Payment ₹9.0
2023-12-03,Shopping,90.0,Flipkart Order ₹90.0
2023-12-04,Shopping,2.0,Ajio Shopping ₹2.0
2023-12-04,Dining,6.3,Subway Sandwich ₹6.3
2023-12-04,Travel,9.5,IRCTC Train Ticket ₹9.5
2023-12-04,Dining,44.0,KFC Meal ₹44.0
2023-12-05,Fitness,7.0,Yoga Class ₹7.0
2023-12-05,Transport,10.0,Ola Ride ₹10.0
2023-12-05,Healthcare,15.0,MedPlus Bill ₹15.0
2023-12-06,Miscellaneous,11.0,Petrol Pump ₹11.0
2023-12-06,Transport,10.0,Ola Ride ₹10.0
2023-12-06,Insurance,6.55,LIC Premium ₹6.55
2023-12-06,Shopping,5.0,Ajio Shopping ₹5.0
2023-12-07,Education,6.7,Unacademy Plan ₹6.7
2023-12-07,Groceries,6.3,DMart Purchase ₹6.3
2023-12-08,Investment,15.0,Crypto Investment ₹15.0
2023-12-08,Education,2.0,Byjus Payment ₹2.0
2023-12-09,Travel,5.8,IRCTC Train Ticket ₹5.8
2023-12-09,Entertainment,13.2,Spotify Payment ₹13.2
2023-12-09,Entertainment,7.4,Netflix Subscription ₹7.4
2023-12-09,Transport,5.0,Delhi Metro Recharge ₹5.0
2023-12-09,Dining,5.75,McDonalds Bill ₹5.75
2023-12-10,Travel,9.5,Air India Flight ₹9.5
2023-12-10,Healthcare,10.0,Diagnostic Center Payment ₹10.0
2023-12-10,Fitness,0.5,Yoga Class ₹0.5
2023-12-10,Investment,114.0,PPF Deposit ₹114.0
2023-12-10,Education,200.0,Skillshare Membership ₹200.0
2023-12-11,Healthcare,6.0,Apollo Pharmacy ₹6.0
2023-12-11,Travel,60.0,MakeMyTrip Payment ₹60.0
2023-12-12,Insurance,5.0,LIC Premium ₹5.0
2023-12-12,Healthcare,14.0,Apollo Pharmacy ₹14.0
2023-12-12,Bills,21.0,Jio Fiber Recharge ₹21.0
2023-12-13,Travel,6.0,MakeMyTrip Payment ₹6.0
