date,amount,description
2022-10-11 18:01:37 +0000,1.2,Hotstar Renewal ₹1.2
2022-10-12 05:07:19 +0000,1,Ajio Shopping ₹1.0
2022-10-12 10:28:23 +0000,14,Jio Fiber Recharge ₹14.0
2022-10-12 10:28:25 +0000,5,Subway Sandwich ₹5.0
2022-10-12 14:45:32 +0000,5.7,LIC Premium ₹5.7
2022-10-12 16:21:50 +0000,5.7,Flipkart Order ₹5.7
2022-10-13 04:19:01 +0000,20,Gift Shop ₹20.0
2022-10-13 05:04:27 +0000,3.7,Cafe Coffee Day ₹3.7
2022-10-13 09:17:00 +0000,9,Airtel Postpaid ₹9.0
2022-10-13 09:17:21 +0000,14,IRCTC Train Ticket ₹14.0
2022-10-13 12:19:03 +0000,0.6,Gym Membership ₹0.6
2022-10-13 14:35:09 +0000,7,Car Insurance ₹7.0
2022-10-13 16:28:04 +0000,5.7,Udemy Course ₹5.7
2022-10-13 19:30:06 +0000,5.49,Mutual Fund SIP ₹5.49
2022-10-14 04:25:26 +0000,1.5,Stationery Store ₹1.5
2022-10-14 09:38:09 +0000,11,Gym Membership ₹11.0
2022-10-14 14:39:30 +0000,5.7,YouTube Premium ₹5.7
2022-10-14 16:36:10 +0000,6.77,Water Bill ₹6.77
2022-10-15 10:29:23 +0000,5,Barbeque Nation ₹5.0
2022-10-15 10:29:37 +0000,5.7,McDonalds Bill ₹5.7
2022-10-15 10:51:31 +0000,11.2,Uber Trip ₹11.2
2022-10-15 11:36:06 +0000,100,Dominos Order ₹100.0
2022-10-15 14:03:54 +0000,5.7,BookMyShow Ticket ₹5.7
2022-10-15 15:21:28 +0000,5.4,Airtel Postpaid ₹5.4
2022-10-15 19:11:40 +0000,1,Protein Supplement ₹1.0
2022-10-15 19:11:50 +0000,0.7,Udemy Course ₹0.7
2022-10-16 09:46:17 +0000,11,Rapido Ride ₹11.0
2022-10-16 11:59:06 +0000,2,BigBasket Order ₹2.0
2022-10-16 14:09:32 +0000,6.5,Flipkart Order ₹6.5
2022-10-16 14:50:01 +0000,2,BookMyShow Ticket ₹2.0
2022-10-16 15:39:12 +0000,9,IRCTC Train Ticket ₹9.0
2022-10-17 06:19:06 +0000,150,Train Ticket ₹150.0
2022-10-17 10:04:30 +0000,10,MakeMyTrip Payment ₹10.0
2022-10-18 03:41:06 +0000,1.8,Jio Fiber Recharge ₹1.8
2022-10-18 08:39:21 +0000,4,Car Insurance ₹4.0
2022-10-18 09:28:52 +0000,0.6,Stationery Store ₹0.6
2022-10-18 18:17:46 +0000,2,Amazon Purchase ₹2.0
2022-10-18 18:21:02 +0000,18,Hotstar Renewal ₹18.0
2022-10-19 06:40:18 +0000,21,DMart Purchase ₹21.0
2022-10-19 06:40:34 +0000,11.4,Dominos Order ₹11.4
2022-10-19 09:51:42 +0000,5.2,Skillshare Membership ₹5.2
2022-10-19 10:27:13 +0000,6.7,Donation ₹6.7
2022-10-19 12:50:03 +0000,5.7,Petrol Pump ₹5.7
2022-10-19 17:50:07 +0000,12,Coursera Subscription ₹12.0
2022-10-19 18:23:40 +0000,2.46,Diagnostic Center Payment ₹2.46
2022-10-20 07:45:42 +0000,13,Airtel Postpaid ₹13.0
2022-10-20 07:49:10 +0000,1,Skillshare Membership ₹1.0
2022-10-20 08:01:52 +0000,5.7,Train Ticket ₹5.7
2022-10-20 09:49:02 +0000,6,Protein Supplement ₹6.0
2022-10-20 13:25:26 +0000,7,Water Bill ₹7.0
2022-10-20 14:50:37 +0000,6,BigBasket Order ₹6.0
2022-10-20 15:29:26 +0000,1.6,Protein Supplement ₹1.6
2022-10-21 13:25:10 +0000,11.5,Myntra Order ₹11.5
2022-10-21 16:49:44 +0000,13.2,Skillshare Membership ₹13.2
2022-10-22 07:57:18 +0000,135,Doctor Visit ₹135.0
2022-10-22 11:35:57 +0000,14,Charity ₹14.0
2022-10-22 15:42:41 +0000,5.7,Charity ₹5.7
2022-10-22 16:40:20 +0000,4.43,Subway Sandwich ₹4.43
2022-10-23 11:18:11 +0000,10.5,Airtel Postpaid ₹10.5
2022-10-23 11:53:04 +0000,4,Donation ₹4.0
2022-10-23 12:51:04 +0000,5.7,Stock Purchase ₹5.7
2022-10-23 13:06:50 +0000,5,LIC Premium ₹5.0
2022-10-23 14:26:54 +0000,11.7,Zomato Order ₹11.7
2022-10-23 17:10:34 +0000,6,Gym Membership ₹6.0
2022-10-24 04:46:58 +0000,1,Hotstar Renewal ₹1.0
2022-10-24 05:19:04 +0000,43,Protein Supplement ₹43.0
2022-10-24 09:45:33 +0000,7,CultFit Subscription ₹7.0
2022-10-24 12:58:50 +0000,0.6,Delhi Metro Recharge ₹0.6
2022-10-24 14:07:37 +0000,7.7,Subway Sandwich ₹7.7
2022-10-24 16:45:36 +0000,5.7,Yoga Class ₹5.7
2022-10-25 08:19:42 +0000,5,Diagnostic Center Payment ₹5.0
2022-10-25 08:20:03 +0000,5,BigBasket Order ₹5.0
2022-10-25 09:46:21 +0000,6,Ajio Shopping ₹6.0
2022-10-25 14:35:52 +0000,12,Gift Shop ₹12.0
2022-10-25 18:53:02 +0000,4,Unacademy Plan ₹4.0
2022-10-26 04:55:08 +0000,4.5,Mutual Fund SIP ₹4.5
2022-10-26 19:01:41 +0000,7.7,YouTube Premium ₹7.7
2022-10-26 19:08:52 +0000,11.52,Charity ₹11.52
2022-10-27 09:08:10 +0000,41,Health Insurance ₹41.0
2022-10-27 09:24:48 +0000,0.6,Stationery Store ₹0.6
2022-10-28 03:31:25 +0000,1.9,YouTube Premium ₹1.9
2022-10-28 09:39:43 +0000,10,Health Insurance ₹10.0
2022-10-28 14:27:44 +0000,10.4,BigBasket Order ₹10.4
2022-10-29 06:58:58 +0000,13,Crypto Investment ₹13.0
2022-10-29 06:59:00 +0000,39,Gift Shop ₹39.0
2022-10-29 09:40:51 +0000,5.7,BigBasket Order ₹5.7
2022-10-29 12:30:17 +0000,10,BigBasket Order ₹10.0
2022-10-29 12:30:22 +0000,1.2,BigBasket Order ₹1.2
2022-10-29 12:36:28 +0000,1.5,Diagnostic Center Payment ₹1.5
2022-10-30 05:08:03 +0000,5,IRCTC Train Ticket ₹5.0
2022-10-30 05:08:11 +0000,6.7,Car Insurance ₹6.7
2022-10-30 11:10:48 +0000,3,LIC Premium ₹3.0
2022-10-30 11:46:35 +0000,20,Ola Ride ₹20.0
2022-10-30 11:47:24 +0000,23,DMart Purchase ₹23.0
2022-10-30 12:55:08 +0000,5.7,Swiggy Payment ₹5.7
2022-10-31 04:47:13 +0000,1,Udemy Course ₹1.0
2022-10-31 04:49:21 +0000,20,Airtel Postpaid ₹20.0
2022-10-31 09:09:18 +0000,9,Cab Fare ₹9.0
2022-10-31 11:17:48 +0000,2.7,Skillshare Membership ₹2.7
2022-10-31 18:06:28 +0000,7,Pizza Hut Bill ₹7.0
2022-10-31 18:06:31 +0000,6,Delhi Metro Recharge ₹6.0
2022-11-01 04:48:38 +0000,1.9,Flipkart Order ₹1.9
2022-11-01 10:11:55 +0000,9,Air India Flight ₹9.0
2022-11-01 15:38:00 +0000,4,Subway Sandwich ₹4.0
2022-11-02 05:04:43 +0000,1.5,Netflix Subscription ₹1.5
2022-11-02 05:09:46 +0000,10,MakeMyTrip Payment ₹10.0
2022-11-02 07:15:31 +0000,3.14,McDonalds Bill ₹3.14
2022-11-02 09:11:09 +0000,5.5,Burger King Payment ₹5.5
2022-11-02 14:26:45 +0000,8,Diagnostic Center Payment ₹8.0
2022-11-03 05:04:13 +0000,1.92,Gym Membership ₹1.92
2022-11-03 08:54:27 +0000,6,YouTube Premium ₹6.0
2022-11-03 14:35:37 +0000,6.7,Subway Sandwich ₹6.7
2022-11-04 06:41:26 +0000,6.3,Gym Membership ₹6.3
2022-11-04 08:52:46 +0000,6,BigBasket Order ₹6.0
2022-11-04 10:28:03 +0000,6.58,Hotstar Renewal ₹6.58
2022-11-04 10:28:06 +0000,0.6,KFC Meal ₹0.6
2022-11-04 14:23:23 +0000,7,Yoga Class ₹7.0
2022-11-04 18:12:18 +0000,39,McDonalds Bill ₹39.0
2022-11-05 05:12:30 +0000,2.22,Gift Shop ₹2.22
2022-11-05 09:46:01 +0000,1.32,More Supermarket ₹1.32
2022-11-05 09:46:05 +0000,10,CultFit Subscription ₹10.0
2022-11-05 14:47:50 +0000,5.7,Apollo Pharmacy ₹5.7
2022-11-05 16:02:04 +0000,5.7,BigBasket Order ₹5.7
2022-11-05 17:50:42 +0000,7.2,Stock Purchase ₹7.2
2022-11-06 09:22:16 +0000,0.7,Subway Sandwich ₹0.7
2022-11-06 11:34:16 +0000,15.7,LIC Premium ₹15.7
2022-11-06 13:53:38 +0000,12.6,Ajio Shopping ₹12.6
2022-11-06 17:08:45 +0000,8.7,Cafe Coffee Day ₹8.7
2022-11-07 06:12:35 +0000,4.2,Internet Bill ₹4.2
2022-11-07 06:58:50 +0000,6.1,Car Insurance ₹6.1
2022-11-07 12:36:17 +0000,9.45,DMart Purchase ₹9.45
2022-11-08 09:45:58 +0000,10.3,Donation ₹10.3
2022-11-08 11:40:34 +0000,6.5,Internet Bill ₹6.5
2022-11-08 14:08:41 +0000,6.1,Crypto Investment ₹6.1
2022-11-08 17:32:55 +0000,23.77,Zomato Order ₹23.77
2022-11-09 10:13:11 +0000,6.1,Flipkart Order ₹6.1
2022-11-09 13:59:22 +0000,6.1,Myntra Order ₹6.1
2022-11-09 14:02:31 +0000,3,Air India Flight ₹3.0
2022-11-09 16:49:25 +0000,5.4,OYO Rooms Booking ₹5.4
2022-11-10 09:51:06 +0000,6.1,Charity ₹6.1
2022-11-10 11:58:29 +0000,7.1,Swiggy Payment ₹7.1
2022-11-10 12:04:12 +0000,6.7,Doctor Visit ₹6.7
2022-11-10 14:01:47 +0000,6.1,Reliance Fresh ₹6.1
2022-11-11 03:30:22 +0000,7,Zomato Order ₹7.0
2022-11-11 03:30:23 +0000,6,Udemy Course ₹6.0
2022-11-11 05:04:14 +0000,12,CultFit Subscription ₹12.0
2022-11-11 05:53:00 +0000,3,Mutual Fund SIP ₹3.0
2022-11-11 07:20:38 +0000,6,Cab Fare ₹6.0
2022-11-11 07:20:41 +0000,5,IRCTC Train Ticket ₹5.0
2022-11-11 09:01:46 +0000,7.1,Doctor Visit ₹7.1
2022-11-11 09:01:50 +0000,0.6,YouTube Premium ₹0.6
2022-11-11 14:24:01 +0000,7,Car Insurance ₹7.0
2022-11-11 15:45:00 +0000,1.5,Car Insurance ₹1.5
2022-11-11 20:12:18 +0000,7.67,CultFit Subscription ₹7.67
2022-11-12 12:38:55 +0000,17.6,Uber Trip ₹17.6
2022-11-12 14:44:51 +0000,6.1,MedPlus Bill ₹6.1
2022-11-12 18:46:31 +0000,8.52,Jio Fiber Recharge ₹8.52
2022-11-13 06:45:38 +0000,6.1,Pizza Hut Bill ₹6.1
2022-11-13 11:21:11 +0000,13,Apollo Pharmacy ₹13.0
2022-11-14 04:11:22 +0000,4.32,Gym Membership ₹4.32
2022-11-14 11:06:59 +0000,8,Yoga Class ₹8.0
2022-11-14 11:08:52 +0000,5,DMart Purchase ₹5.0
2022-11-14 14:48:09 +0000,6.1,Doctor Visit ₹6.1
2022-11-14 15:44:53 +0000,6.1,Internet Bill ₹6.1
2022-11-14 17:08:57 +0000,6.5,IRCTC Train Ticket ₹6.5
2022-11-14 19:24:49 +0000,2.9,Stationery Store ₹2.9
2022-11-15 10:45:39 +0000,1.94,Ola Ride ₹1.94
2022-11-15 10:45:59 +0000,0.65,BigBasket Order ₹0.65
2022-11-15 10:46:00 +0000,15,Dominos Order ₹15.0
2022-11-15 15:46:18 +0000,7,DMart Purchase ₹7.0
2022-11-16 04:25:32 +0000,10,BookMyShow Ticket ₹10.0
2022-11-16 04:52:09 +0000,1.4,MakeMyTrip Payment ₹1.4
2022-11-16 09:06:10 +0000,6,Protein Supplement ₹6.0
2022-11-16 14:35:43 +0000,6.1,MakeMyTrip Payment ₹6.1
2022-11-16 17:01:36 +0000,6.1,Internet Bill ₹6.1
2022-11-17 08:57:19 +0000,8,Dominos Order ₹8.0
2022-11-17 08:57:23 +0000,2,Diagnostic Center Payment ₹2.0
2022-11-17 18:13:52 +0000,5.63,Ola Ride ₹5.63
2022-11-18 04:31:47 +0000,1.37,Doctor Visit ₹1.37
2022-11-18 09:01:12 +0000,6,Zomato Order ₹6.0
2022-11-18 09:51:45 +0000,0.72,PPF Deposit ₹0.72
2022-11-18 16:45:14 +0000,6.1,Coursera Subscription ₹6.1
2022-11-18 17:39:25 +0000,15,BigBasket Order ₹15.0
2022-11-18 17:39:31 +0000,8,Zomato Order ₹8.0
2022-11-19 16:34:50 +0000,6.9,Uber Trip ₹6.9
2022-11-19 20:12:29 +0000,6.7,BookMyShow Ticket ₹6.7
2022-11-19 21:48:58 +0000,6,OYO Rooms Booking ₹6.0
2022-11-19 21:50:28 +0000,2.1,Charity ₹2.1
2022-11-20 15:04:14 +0000,20.1,Crypto Investment ₹20.1
2022-11-20 15:06:45 +0000,19,Gift Shop ₹19.0
2022-11-20 15:18:16 +0000,6.7,Skillshare Membership ₹6.7
2022-11-20 15:18:23 +0000,50,Rapido Ride ₹50.0
2022-11-21 11:15:37 +0000,6.7,Myntra Order ₹6.7
2022-11-21 13:53:50 +0000,10,Health Insurance ₹10.0
2022-11-21 13:57:49 +0000,7,More Supermarket ₹7.0
2022-11-21 17:32:56 +0000,7.5,Netflix Subscription ₹7.5
2022-11-22 04:02:07 +0000,10,Delhi Metro Recharge ₹10.0
2022-11-22 04:02:16 +0000,2,TataCliq Payment ₹2.0
2022-11-22 05:20:56 +0000,17,Train Ticket ₹17.0
2022-11-22 05:29:48 +0000,3,Car Insurance ₹3.0
2022-11-22 08:58:37 +0000,7,MakeMyTrip Payment ₹7.0
2022-11-22 09:20:31 +0000,0.7,YouTube Premium ₹0.7
2022-11-22 09:26:20 +0000,1.45,LIC Premium ₹1.45
2022-11-22 16:28:47 +0000,6.7,IRCTC Train Ticket ₹6.7
2022-11-22 16:28:55 +0000,18,Reliance Fresh ₹18.0
2022-11-23 04:29:38 +0000,1.6,Health Insurance ₹1.6
2022-11-23 09:23:55 +0000,7,Air India Flight ₹7.0
2022-11-23 09:41:41 +0000,0.72,Crypto Investment ₹0.72
2022-11-23 14:32:17 +0000,6.7,Ajio Shopping ₹6.7
2022-11-23 17:10:32 +0000,6.7,KFC Meal ₹6.7
2022-11-24 04:56:09 +0000,1.9,Barbeque Nation ₹1.9
2022-11-24 09:02:05 +0000,5,Charity ₹5.0
2022-11-24 09:02:06 +0000,7,OYO Rooms Booking ₹7.0
2022-11-24 12:39:35 +0000,1.5,BigBasket Order ₹1.5
2022-11-24 12:39:38 +0000,7.5,Flipkart Order ₹7.5
2022-11-24 14:54:36 +0000,6.7,Apollo Pharmacy ₹6.7
2022-11-24 16:37:00 +0000,6.71,MakeMyTrip Payment ₹6.71
2022-11-25 05:27:32 +0000,1.72,Gift Shop ₹1.72
2022-11-25 09:03:32 +0000,9,Subway Sandwich ₹9.0
2022-11-25 11:17:43 +0000,14,Train Ticket ₹14.0
2022-11-25 12:17:33 +0000,8,More Supermarket ₹8.0
2022-11-25 14:07:14 +0000,6.2,LIC Premium ₹6.2
2022-11-25 14:07:15 +0000,5,Reliance Fresh ₹5.0
2022-11-25 16:14:04 +0000,5.88,Cafe Coffee Day ₹5.88
2022-11-26 08:38:56 +0000,6.7,Unacademy Plan ₹6.7
2022-11-26 10:10:28 +0000,7.1,Gift Shop ₹7.1
2022-11-26 10:35:29 +0000,6.7,Swiggy Payment ₹6.7
2022-11-26 10:39:55 +0000,6.7,Subway Sandwich ₹6.7
2022-11-26 18:08:31 +0000,6.6,Protein Supplement ₹6.6
2022-11-26 19:20:28 +0000,5.7,Flipkart Order ₹5.7
2022-11-27 06:57:37 +0000,6.7,Skillshare Membership ₹6.7
2022-11-27 10:19:01 +0000,6.7,Subway Sandwich ₹6.7
2022-11-27 13:22:30 +0000,4,McDonalds Bill ₹4.0
2022-11-28 04:48:55 +0000,1.17,Spotify Payment ₹1.17
2022-11-28 10:34:45 +0000,14,Flipkart Order ₹14.0
2022-11-28 10:34:46 +0000,7,Cafe Coffee Day ₹7.0
2022-11-28 15:36:22 +0000,1,Gym Membership ₹1.0
2022-11-29 05:44:52 +0000,2,Health Insurance ₹2.0
2022-11-29 08:59:53 +0000,2,Amazon Purchase ₹2.0
2022-11-29 08:59:56 +0000,3.62,Stock Purchase ₹3.62
2022-11-29 08:59:58 +0000,5,Delhi Metro Recharge ₹5.0
2022-11-29 16:03:25 +0000,3.62,Donation ₹3.62
2022-11-30 04:52:45 +0000,1.4,Internet Bill ₹1.4
2022-11-30 09:55:49 +0000,8,Dominos Order ₹8.0
2022-11-30 14:32:16 +0000,7.1,Delhi Metro Recharge ₹7.1
2022-11-30 15:45:21 +0000,4,Jio Fiber Recharge ₹4.0
2022-11-30 18:40:24 +0000,11.5,LIC Premium ₹11.5
2022-12-01 04:45:09 +0000,2.7,Apollo Pharmacy ₹2.7
2022-12-01 13:13:37 +0000,7,More Supermarket ₹7.0
2022-12-01 14:26:59 +0000,6.7,Dominos Order ₹6.7
2022-12-01 17:14:25 +0000,6,Yoga Class ₹6.0
2022-12-02 05:01:19 +0000,9.5,Reliance Fresh ₹9.5
2022-12-02 07:40:21 +0000,0.88,Coursera Subscription ₹0.88
2022-12-02 09:59:37 +0000,57,Rapido Ride ₹57.0
2022-12-02 09:59:41 +0000,10,Health Insurance ₹10.0
2022-12-02 14:29:42 +0000,6.7,Car Insurance ₹6.7
2022-12-02 19:24:43 +0000,7.7,Cab Fare ₹7.7
2022-12-03 06:33:32 +0000,6.7,MedPlus Bill ₹6.7
2022-12-03 08:37:27 +0000,6.7,Subway Sandwich ₹6.7
2022-12-03 11:54:34 +0000,6.7,LIC Premium ₹6.7
2022-12-03 13:55:44 +0000,6.7,Udemy Course ₹6.7
2022-12-03 17:04:40 +0000,19,BookMyShow Ticket ₹19.0
2022-12-03 17:09:27 +0000,10,MakeMyTrip Payment ₹10.0
2022-12-04 04:38:41 +0000,6.9,IRCTC Train Ticket ₹6.9
2022-12-04 06:33:05 +0000,6.5,Mutual Fund SIP ₹6.5
2022-12-04 09:45:50 +0000,5.2,Jio Fiber Recharge ₹5.2
2022-12-04 09:48:53 +0000,6.7,Ola Ride ₹6.7
2022-12-04 11:29:31 +0000,6.7,LIC Premium ₹6.7
2022-12-04 14:13:15 +0000,7,Diagnostic Center Payment ₹7.0
2022-12-04 14:34:46 +0000,6.1,Pizza Hut Bill ₹6.1
2022-12-05 06:20:37 +0000,20,Diagnostic Center Payment ₹20.0
2022-12-05 06:59:18 +0000,55,DMart Purchase ₹55.0
2022-12-05 12:52:11 +0000,10,Charity ₹10.0
2022-12-05 14:31:07 +0000,7.6,More Supermarket ₹7.6
2022-12-05 15:52:45 +0000,7.6,IRCTC Train Ticket ₹7.6
2022-12-05 18:29:24 +0000,11.7,Diagnostic Center Payment ₹11.7
2022-12-06 09:23:04 +0000,7,Jio Fiber Recharge ₹7.0
2022-12-06 14:34:15 +0000,6.7,Delhi Metro Recharge ₹6.7
2022-12-06 18:15:46 +0000,8,Gym Membership ₹8.0
2022-12-07 04:47:30 +0000,3.23,Gym Membership ₹3.23
2022-12-07 07:14:31 +0000,20,Gym Membership ₹20.0
2022-12-07 08:59:54 +0000,7,Yoga Class ₹7.0
2022-12-08 11:15:38 +0000,5.2,PPF Deposit ₹5.2
2022-12-08 13:20:44 +0000,6.7,Burger King Payment ₹6.7
2022-12-08 14:29:19 +0000,6.7,Burger King Payment ₹6.7
2022-12-08 14:47:28 +0000,6.7,BookMyShow Ticket ₹6.7
2022-12-08 16:37:18 +0000,7,Stock Purchase ₹7.0
2022-12-09 09:51:27 +0000,7.6,Charity ₹7.6
2022-12-09 11:38:26 +0000,6.9,Cafe Coffee Day ₹6.9
2022-12-09 13:51:02 +0000,13.6,Jio Fiber Recharge ₹13.6
2022-12-09 16:12:31 +0000,6.7,Diagnostic Center Payment ₹6.7
2022-12-09 18:16:59 +0000,9.75,Ajio Shopping ₹9.75
2022-12-10 07:41:51 +0000,6.7,Dominos Order ₹6.7
2022-12-10 11:47:47 +0000,6.7,Water Bill ₹6.7
2022-12-10 14:38:13 +0000,6.8,MakeMyTrip Payment ₹6.8
2022-12-11 08:43:51 +0000,13.2,KFC Meal ₹13.2
2022-12-11 08:56:44 +0000,10,Charity ₹10.0
2022-12-11 09:25:50 +0000,6.7,Rapido Ride ₹6.7
2022-12-12 04:46:40 +0000,9.23,DMart Purchase ₹9.23
2022-12-12 09:32:50 +0000,7,Doctor Visit ₹7.0
2022-12-12 09:32:56 +0000,12.5,Petrol Pump ₹12.5
2022-12-12 14:29:52 +0000,6.7,Jio Fiber Recharge ₹6.7
2022-12-12 17:39:23 +0000,13,Reliance Fresh ₹13.0
2022-12-12 17:40:44 +0000,36,McDonalds Bill ₹36.0
2022-12-13 03:15:17 +0000,18,Apollo Pharmacy ₹18.0
2022-12-13 07:39:08 +0000,170,Crypto Investment ₹170.0
2022-12-13 11:03:46 +0000,7,Mutual Fund SIP ₹7.0
2022-12-13 14:36:42 +0000,6.7,Gym Membership ₹6.7
2022-12-13 17:12:47 +0000,6.22,Ajio Shopping ₹6.22
2022-12-14 05:11:13 +0000,4.23,Internet Bill ₹4.23
2022-12-14 05:17:25 +0000,200,OYO Rooms Booking ₹200.0
2022-12-14 10:12:47 +0000,7,Diagnostic Center Payment ₹7.0
2022-12-14 14:40:23 +0000,6.7,LIC Premium ₹6.7
2022-12-14 16:26:46 +0000,6.7,Protein Supplement ₹6.7
2022-12-15 05:32:09 +0000,6.4,Gym Membership ₹6.4
2022-12-15 09:32:46 +0000,10,Mutual Fund SIP ₹10.0
2022-12-15 14:35:52 +0000,6.7,Charity ₹6.7
2022-12-15 16:45:02 +0000,6.7,Airtel Postpaid ₹6.7
2022-12-16 04:40:56 +0000,6,Udemy Course ₹6.0
2022-12-16 09:25:34 +0000,10,Jio Fiber Recharge ₹10.0
2022-12-16 14:28:25 +0000,7,Electricity Bill BSES ₹7.0
2022-12-16 16:08:57 +0000,1.7,Reliance Fresh ₹1.7
2022-12-16 17:39:44 +0000,5,Mutual Fund SIP ₹5.0
2022-12-16 18:39:02 +0000,9.2,KFC Meal ₹9.2
2022-12-18 14:05:30 +0000,10,Apollo Pharmacy ₹10.0
2022-12-18 14:10:46 +0000,6.7,Apollo Pharmacy ₹6.7
2022-12-18 17:52:54 +0000,12.3,Train Ticket ₹12.3
2022-12-19 09:40:35 +0000,1.4,DMart Purchase ₹1.4
2022-12-19 09:40:39 +0000,5,Cafe Coffee Day ₹5.0
2022-12-19 14:39:19 +0000,6.7,Gift Shop ₹6.7
2022-12-20 04:50:56 +0000,3.51,Byjus Payment ₹3.51
2022-12-20 08:41:42 +0000,1.21,Charity ₹1.21
2022-12-20 09:34:48 +0000,10,Uber Trip ₹10.0
2022-12-20 09:35:45 +0000,0.5,Barbeque Nation ₹0.5
2022-12-20 15:19:58 +0000,6.7,Reliance Fresh ₹6.7
2022-12-21 09:16:18 +0000,7,Diagnostic Center Payment ₹7.0
2022-12-21 10:23:01 +0000,6.7,MakeMyTrip Payment ₹6.7
2022-12-21 13:53:40 +0000,6.7,More Supermarket ₹6.7
2022-12-21 16:30:38 +0000,6.7,Ajio Shopping ₹6.7
2022-12-22 04:52:54 +0000,3,Pizza Hut Bill ₹3.0
2022-12-22 09:17:45 +0000,7,LIC Premium ₹7.0
2022-12-22 14:29:31 +0000,6.7,Unacademy Plan ₹6.7
2022-12-23 09:24:17 +0000,1.22,Electricity Bill BSES ₹1.22
2022-12-23 09:24:25 +0000,6,Netflix Subscription ₹6.0
2022-12-23 14:39:03 +0000,6.7,Electricity Bill BSES ₹6.7
2022-12-23 16:39:46 +0000,6.7,Swiggy Payment ₹6.7
2022-12-24 10:24:55 +0000,6.7,MakeMyTrip Payment ₹6.7
2022-12-24 10:24:58 +0000,20,PPF Deposit ₹20.0
2022-12-24 12:23:00 +0000,6.7,Hotstar Renewal ₹6.7
2022-12-24 14:18:34 +0000,6.7,Yoga Class ₹6.7
2022-12-24 15:12:19 +0000,24,Ajio Shopping ₹24.0
2022-12-24 18:32:29 +0000,1.44,Stationery Store ₹1.44
2022-12-25 08:08:47 +0000,5.2,Yoga Class ₹5.2
2022-12-25 08:14:53 +0000,6.7,Swiggy Payment ₹6.7
2022-12-25 10:09:16 +0000,6.7,Train Ticket ₹6.7
2022-12-25 12:07:29 +0000,13.6,Charity ₹13.6
2022-12-25 13:53:35 +0000,6.7,Udemy Course ₹6.7
2022-12-25 17:50:06 +0000,15,Yoga Class ₹15.0
2022-12-26 04:21:53 +0000,2,PPF Deposit ₹2.0
2022-12-26 04:48:45 +0000,4,MedPlus Bill ₹4.0
2022-12-26 05:20:09 +0000,3,BookMyShow Ticket ₹3.0
2022-12-26 05:20:12 +0000,15,Ajio Shopping ₹15.0
2022-12-26 09:59:57 +0000,6,Delhi Metro Recharge ₹6.0
2022-12-26 14:32:07 +0000,6.7,Diagnostic Center Payment ₹6.7
2022-12-26 16:55:17 +0000,3,LIC Premium ₹3.0
2022-12-26 18:40:32 +0000,2.23,Stock Purchase ₹2.23
2022-12-27 08:56:09 +0000,1.15,Subway Sandwich ₹1.15
2022-12-27 10:37:58 +0000,6.7,Unacademy Plan ₹6.7
2022-12-27 10:38:09 +0000,3,LIC Premium ₹3.0
2022-12-27 14:00:52 +0000,6.7,Byjus Payment ₹6.7
2022-12-27 15:32:04 +0000,13.5,Spotify Payment ₹13.5
2022-12-27 19:25:08 +0000,4,MakeMyTrip Payment ₹4.0
2022-12-28 07:51:17 +0000,10,Coursera Subscription ₹10.0
2022-12-28 11:38:26 +0000,15,OYO Rooms Booking ₹15.0
2022-12-28 11:38:33 +0000,20,Unacademy Plan ₹20.0
2022-12-28 11:38:41 +0000,16,MakeMyTrip Payment ₹16.0
2022-12-28 11:57:35 +0000,1,Diagnostic Center Payment ₹1.0
2022-12-28 13:55:59 +0000,6.7,DMart Purchase ₹6.7
2022-12-28 17:30:58 +0000,10,BigBasket Order ₹10.0
2022-12-28 17:31:06 +0000,3.8,Zomato Order ₹3.8
2022-12-29 09:38:25 +0000,2.4,MakeMyTrip Payment ₹2.4
2022-12-29 09:48:50 +0000,3.63,Pizza Hut Bill ₹3.63
2022-12-29 11:00:28 +0000,10.7,Reliance Fresh ₹10.7
2022-12-29 11:08:47 +0000,6.7,LIC Premium ₹6.7
2022-12-29 14:25:26 +0000,4,YouTube Premium ₹4.0
2022-12-29 14:27:21 +0000,2,Water Bill ₹2.0
2022-12-29 19:56:10 +0000,5,Car Insurance ₹5.0
2022-12-30 05:43:43 +0000,1.8,TataCliq Payment ₹1.8
2022-12-30 14:19:03 +0000,6,LIC Premium ₹6.0
2022-12-30 14:19:06 +0000,6.7,Dominos Order ₹6.7
2022-12-30 14:19:08 +0000,6.7,Mutual Fund SIP ₹6.7
2022-12-30 17:56:25 +0000,34,PPF Deposit ₹34.0
2022-12-31 16:23:12 +0000,17,Charity ₹17.0
2023-01-01 09:07:14 +0000,52,LIC Premium ₹52.0
2023-01-01 09:42:07 +0000,20,Stock Purchase ₹20.0
2023-01-01 14:03:21 +0000,6.7,Car Insurance ₹6.7
2023-01-01 15:43:11 +0000,6.7,Burger King Payment ₹6.7
2023-01-02 07:11:02 +0000,0.8,Flipkart Order ₹0.8
2023-01-02 07:42:35 +0000,13.9,Water Bill ₹13.9
2023-01-02 09:15:36 +0000,6.7,Jio Fiber Recharge ₹6.7
2023-01-02 12:09:17 +0000,6.7,More Supermarket ₹6.7
2023-01-02 14:18:35 +0000,6.7,Protein Supplement ₹6.7
2023-01-02 14:28:57 +0000,7,Coursera Subscription ₹7.0
